Mod:Item:MetaData, Localized Name
cfm:coffee_table_oak, Oak Coffee Table
cfm:coffee_table_spruce, Spruce Coffee Table
cfm:coffee_table_birch, Birch Coffee Table
cfm:coffee_table_jungle, Jungle Coffee Table
cfm:coffee_table_acacia, Acacia Coffee Table
cfm:coffee_table_dark_oak, Dark Oak Coffee Table
cfm:coffee_table_stone, Stone Coffee Table
cfm:coffee_table_granite, Granite Coffee Table
cfm:coffee_table_diorite, Diorite Coffee Table
cfm:coffee_table_andesite, Andesite Coffee Table
cfm:table_oak, Oak Table
cfm:table_spruce, Spruce Table
cfm:table_birch, Birch Table
cfm:table_jungle, Jungle Table
cfm:table_acacia, Acacia Table
cfm:table_dark_oak, Dark Oak Table
cfm:table_stone, Stone Table
cfm:table_granite, Granite Table
cfm:table_diorite, Diorite Table
cfm:table_andesite, Andesite Table
cfm:chair_oak, Oak Chair
cfm:chair_spruce, Spruce Chair
cfm:chair_birch, Birch Chair
cfm:chair_jungle, Jungle Chair
cfm:chair_acacia, Acacia Chair
cfm:chair_dark_oak, Dark Oak Chair
cfm:chair_stone, Stone Chair
cfm:chair_granite, Granite Chair
cfm:chair_diorite, Diorite Chair
cfm:chair_andesite, Andesite Chair
cfm:freezer, Fridge
cfm:cabinet_oak, Oak Cabinet
cfm:cabinet_spruce, Spruce Cabinet
cfm:cabinet_birch, Birch Cabinet
cfm:cabinet_jungle, Jungle Cabinet
cfm:cabinet_acacia, Acacia Cabinet
cfm:cabinet_dark_oak, Dark Oak Cabinet
cfm:cabinet_stone, Stone Cabinet
cfm:cabinet_granite, Granite Cabinet
cfm:cabinet_diorite, Diorite Cabinet
cfm:cabinet_andesite, Andesite Cabinet
cfm:couch:0, White Couch
cfm:couch:1, Orange Couch
cfm:couch:2, Magenta Couch
cfm:couch:3, Light Blue Couch
cfm:couch:4, Yellow Couch
cfm:couch:5, Lime Couch
cfm:couch:6, Pink Couch
cfm:couch:7, Gray Couch
cfm:couch:8, Light Gray Couch
cfm:couch:9, Cyan Couch
cfm:couch:10, Purple Couch
cfm:couch:11, Blue Couch
cfm:couch:12, Brown Couch
cfm:couch:13, Green Couch
cfm:couch:14, Red Couch
cfm:couch:15, Black Couch
cfm:couch_jeb, Rave Couch
cfm:lamp_off:0, White Lamp
cfm:lamp_off:1, Orange Lamp
cfm:lamp_off:2, Magenta Lamp
cfm:lamp_off:3, Light Blue Lamp
cfm:lamp_off:4, Yellow Lamp
cfm:lamp_off:5, Lime Lamp
cfm:lamp_off:6, Pink Lamp
cfm:lamp_off:7, Gray Lamp
cfm:lamp_off:8, Light Gray Lamp
cfm:lamp_off:9, Cyan Lamp
cfm:lamp_off:10, Purple Lamp
cfm:lamp_off:11, Blue Lamp
cfm:lamp_off:12, Brown Lamp
cfm:lamp_off:13, Green Lamp
cfm:lamp_off:14, Red Lamp
cfm:lamp_off:15, Black Lamp
cfm:blinds_open, Oak Blinds
cfm:blinds_spruce_open, Spruce Blinds
cfm:blinds_birch_open, Birch Blinds
cfm:blinds_jungle_open, Jungle Blinds
cfm:blinds_acacia_open, Acacia Blinds
cfm:blinds_dark_oak_open, Dark Oak Blinds
cfm:curtains_open:0, White Curtains
cfm:curtains_open:1, Orange Curtains
cfm:curtains_open:2, Magenta Curtains
cfm:curtains_open:3, Light Blue Curtains
cfm:curtains_open:4, Yellow Curtains
cfm:curtains_open:5, Lime Curtains
cfm:curtains_open:6, Pink Curtains
cfm:curtains_open:7, Gray Curtains
cfm:curtains_open:8, Light Gray Curtains
cfm:curtains_open:9, Cyan Curtains
cfm:curtains_open:10, Purple Curtains
cfm:curtains_open:11, Blue Curtains
cfm:curtains_open:12, Brown Curtains
cfm:curtains_open:13, Green Curtains
cfm:curtains_open:14, Red Curtains
cfm:curtains_open:15, Black Curtains
cfm:bedside_cabinet_oak, Oak Bedside Cabinet
cfm:bedside_cabinet_spruce, Spruce Bedside Cabinet
cfm:bedside_cabinet_birch, Birch Bedside Cabinet
cfm:bedside_cabinet_jungle, Jungle Bedside Cabinet
cfm:bedside_cabinet_acacia, Acacia Bedside Cabinet
cfm:bedside_cabinet_dark_oak, Dark Oak Bedside Cabinet
cfm:bedside_cabinet_stone, Stone Bedside Cabinet
cfm:bedside_cabinet_granite, Granite Bedside Cabinet
cfm:bedside_cabinet_diorite, Diorite Bedside Cabinet
cfm:bedside_cabinet_andesite, Andesite Bedside Cabinet
cfm:oven, Oven
cfm:range_hood, Oven Rangehood
cfm:hedge_oak, Oak Hedge
cfm:hedge_spruce, Spruce Hedge
cfm:hedge_birch, Birch Hedge
cfm:hedge_jungle, Jungle Hedge
cfm:hedge_acacia, Acacia Hedge
cfm:hedge_dark_oak, Dark Oak Hedge
cfm:bird_bath, Bird Bath
cfm:stone_path, Stone Path
cfm:white_fence, White Fence
cfm:white_gate, White Gate
cfm:tap, Tap
cfm:mail_box, Oak Mail Box
cfm:mail_box_spruce, Spruce Mail Box
cfm:mail_box_birch, Birch Mail Box
cfm:mail_box_jungle, Jungle Mail Box
cfm:mail_box_acacia, Acacia Mail Box
cfm:mail_box_dark_oak, Dark Oak Mail Box
cfm:tv, TV
cfm:computer, Computer
cfm:printer, Printer
cfm:electric_fence, Electric Fence
cfm:door_bell, Oak Door Bell
cfm:door_bell_spruce, Spruce Door Bell
cfm:door_bell_birch, Birch Door Bell
cfm:door_bell_jungle, Jungle Door Bell
cfm:door_bell_acacia, Acacia Door Bell
cfm:door_bell_dark_oak, Dark Oak Door Bell
cfm:fire_alarm_off, Fire Alarm
cfm:fire_alarm_on, Fire Alarm (On)
cfm:ceiling_light_off, Ceiling Light
cfm:stereo, Stereo
cfm:toilet, Toilet
cfm:basin, Basin
cfm:wall_cabinet, Wall Cabinet
cfm:bath_bottom, Bath
cfm:shower_bottom, Shower
cfm:shower_head_off, Shower Head
cfm:bin, Bin
cfm:present:0, White Present
cfm:present:1, Orange Present
cfm:present:2, Magenta Present
cfm:present:3, Light Blue Present
cfm:present:4, Yellow Present
cfm:present:5, Lime Present
cfm:present:6, Pink Present
cfm:present:7, Gray Present
cfm:present:8, Light Gray Present
cfm:present:9, Cyan Present
cfm:present:10, Purple Present
cfm:present:11, Blue Present
cfm:present:12, Brown Present
cfm:present:13, Green Present
cfm:present:14, Red Present
cfm:present:15, Black Present
cfm:tree_bottom, Christmas Tree
cfm:toaster, Toaster
cfm:microwave, Microwave
cfm:washing_machine, Washing Machine
cfm:cookie_jar, Cookie Jar
cfm:blender, Blender
cfm:plate, Plate
cfm:counter:0, White Kitchen Counter
cfm:counter:1, Orange Kitchen Counter
cfm:counter:2, Magenta Kitchen Counter
cfm:counter:3, Light Blue Kitchen Counter
cfm:counter:4, Yellow Kitchen Counter
cfm:counter:5, Lime Kitchen Counter
cfm:counter:6, Pink Kitchen Counter
cfm:counter:7, Gray Kitchen Counter
cfm:counter:8, Light Gray Kitchen Counter
cfm:counter:9, Cyan Kitchen Counter
cfm:counter:10, Purple Kitchen Counter
cfm:counter:11, Blue Kitchen Counter
cfm:counter:12, Brown Kitchen Counter
cfm:counter:13, Green Kitchen Counter
cfm:counter:14, Red Kitchen Counter
cfm:counter:15, Black Kitchen Counter
cfm:counter_sink:0, White Kitchen Counter (Sink)
cfm:counter_sink:1, Orange Kitchen Counter (Sink)
cfm:counter_sink:2, Magenta Kitchen Counter (Sink)
cfm:counter_sink:3, Light Blue Kitchen Counter (Sink)
cfm:counter_sink:4, Yellow Kitchen Counter (Sink)
cfm:counter_sink:5, Lime Kitchen Counter (Sink)
cfm:counter_sink:6, Pink Kitchen Counter (Sink)
cfm:counter_sink:7, Gray Kitchen Counter (Sink)
cfm:counter_sink:8, Light Gray Kitchen Counter (Sink)
cfm:counter_sink:9, Cyan Kitchen Counter (Sink)
cfm:counter_sink:10, Purple Kitchen Counter (Sink)
cfm:counter_sink:11, Blue Kitchen Counter (Sink)
cfm:counter_sink:12, Brown Kitchen Counter (Sink)
cfm:counter_sink:13, Green Kitchen Counter (Sink)
cfm:counter_sink:14, Red Kitchen Counter (Sink)
cfm:counter_sink:15, Black Kitchen Counter (Sink)
cfm:counter_drawer:0, White Kitchen Counter Drawer
cfm:counter_drawer:1, Orange Kitchen Counter Drawer
cfm:counter_drawer:2, Magenta Kitchen Counter Drawer
cfm:counter_drawer:3, Light Blue Kitchen Counter Drawer
cfm:counter_drawer:4, Yellow Kitchen Counter Drawer
cfm:counter_drawer:5, Lime Kitchen Counter Drawer
cfm:counter_drawer:6, Pink Kitchen Counter Drawer
cfm:counter_drawer:7, Gray Kitchen Counter Drawer
cfm:counter_drawer:8, Light Gray Kitchen Counter Drawer
cfm:counter_drawer:9, Cyan Kitchen Counter Drawer
cfm:counter_drawer:10, Purple Kitchen Counter Drawer
cfm:counter_drawer:11, Blue Kitchen Counter Drawer
cfm:counter_drawer:12, Brown Kitchen Counter Drawer
cfm:counter_drawer:13, Green Kitchen Counter Drawer
cfm:counter_drawer:14, Red Kitchen Counter Drawer
cfm:counter_drawer:15, Black Kitchen Counter Drawer
cfm:dishwasher, Dishwasher
cfm:cabinet_kitchen:0, White Kitchen Cabinet
cfm:cabinet_kitchen:1, Orange Kitchen Cabinet
cfm:cabinet_kitchen:2, Magenta Kitchen Cabinet
cfm:cabinet_kitchen:3, Light Blue Kitchen Cabinet
cfm:cabinet_kitchen:4, Yellow Kitchen Cabinet
cfm:cabinet_kitchen:5, Lime Kitchen Cabinet
cfm:cabinet_kitchen:6, Pink Kitchen Cabinet
cfm:cabinet_kitchen:7, Gray Kitchen Cabinet
cfm:cabinet_kitchen:8, Light Gray Kitchen Cabinet
cfm:cabinet_kitchen:9, Cyan Kitchen Cabinet
cfm:cabinet_kitchen:10, Purple Kitchen Cabinet
cfm:cabinet_kitchen:11, Blue Kitchen Cabinet
cfm:cabinet_kitchen:12, Brown Kitchen Cabinet
cfm:cabinet_kitchen:13, Green Kitchen Cabinet
cfm:cabinet_kitchen:14, Red Kitchen Cabinet
cfm:cabinet_kitchen:15, Black Kitchen Cabinet
cfm:chopping_board, Chopping Board
cfm:bar_stool:0, White Bar Stool
cfm:bar_stool:1, Orange Bar Stool
cfm:bar_stool:2, Magenta Bar Stool
cfm:bar_stool:3, Light Blue Bar Stool
cfm:bar_stool:4, Yellow Bar Stool
cfm:bar_stool:5, Lime Bar Stool
cfm:bar_stool:6, Pink Bar Stool
cfm:bar_stool:7, Gray Bar Stool
cfm:bar_stool:8, Light Gray Bar Stool
cfm:bar_stool:9, Cyan Bar Stool
cfm:bar_stool:10, Purple Bar Stool
cfm:bar_stool:11, Blue Bar Stool
cfm:bar_stool:12, Brown Bar Stool
cfm:bar_stool:13, Green Bar Stool
cfm:bar_stool:14, Red Bar Stool
cfm:bar_stool:15, Black Bar Stool
cfm:mirror, Mirror
cfm:mantel_piece, Mantelpiece
cfm:grand_chair_bottom, Grand Chair
cfm:candle, Candle
cfm:chimney, Chimney
cfm:wreath, Wreath
cfm:fairy_light, Fairy Light
cfm:fire_pit_on, Fire Pit
cfm:trampoline, Trampoline
cfm:crate, Crate
cfm:crate_spruce, Spruce Crate
cfm:crate_birch, Birch Crate
cfm:crate_jungle, Jungle Crate
cfm:crate_acacia, Acacia Crate
cfm:crate_dark_oak, Dark Oak Crate
cfm:bench, Outdoor Bench
cfm:table_outdoor, Outdoor Table
cfm:grill, Grill
cfm:divingboard_base, Divingboard
cfm:door_mat:0, White Door Mat
cfm:door_mat:1, Orange Door Mat
cfm:door_mat:2, Magenta Door Mat
cfm:door_mat:3, Light Blue Door Mat
cfm:door_mat:4, Yellow Door Mat
cfm:door_mat:5, Lime Door Mat
cfm:door_mat:6, Pink Door Mat
cfm:door_mat:7, Gray Door Mat
cfm:door_mat:8, Light Gray Door Mat
cfm:door_mat:9, Cyan Door Mat
cfm:door_mat:10, Purple Door Mat
cfm:door_mat:11, Blue Door Mat
cfm:door_mat:12, Brown Door Mat
cfm:door_mat:13, Green Door Mat
cfm:door_mat:14, Red Door Mat
cfm:door_mat:15, Black Door Mat
cfm:esky:0, White Cooler
cfm:esky:1, Orange Cooler
cfm:esky:2, Magenta Cooler
cfm:esky:3, Light Blue Cooler
cfm:esky:4, Yellow Cooler
cfm:esky:5, Lime Cooler
cfm:esky:6, Pink Cooler
cfm:esky:7, Gray Cooler
cfm:esky:8, Light Gray Cooler
cfm:esky:9, Cyan Cooler
cfm:esky:10, Purple Cooler
cfm:esky:11, Blue Cooler
cfm:esky:12, Brown Cooler
cfm:esky:13, Green Cooler
cfm:esky:14, Red Cooler
cfm:esky:15, Black Cooler
cfm:modern_window, Modern Window
cfm:modern_sliding_door, Modern Sliding Door
cfm:light_switch_off, Light Switch
cfm:ceiling_fan, Ceiling Fan
cfm:desk_oak, Oak Desk
cfm:desk_spruce, Spruce Desk
cfm:desk_birch, Birch Desk
cfm:desk_jungle, Jungle Desk
cfm:desk_acacia, Acacia Desk
cfm:desk_dark_oak, Dark Oak Desk
cfm:desk_stone, Stone Desk
cfm:desk_granite, Granite Desk
cfm:desk_diorite, Diorite Desk
cfm:desk_andesite, Andesite Desk
cfm:desk_cabinet_oak, Oak Desk Cabinet
cfm:desk_cabinet_spruce, Spruce Desk Cabinet
cfm:desk_cabinet_birch, Birch Desk Cabinet
cfm:desk_cabinet_jungle, Jungle Desk Cabinet
cfm:desk_cabinet_acacia, Acacia Desk Cabinet
cfm:desk_cabinet_dark_oak, Dark Oak Desk Cabinet
cfm:desk_cabinet_stone, Stone Desk Cabinet
cfm:desk_cabinet_granite, Granite Desk Cabinet
cfm:desk_cabinet_diorite, Diorite Desk Cabinet
cfm:desk_cabinet_andesite, Andesite Desk Cabinet
cfm:digital_clock:0, Digital Clock
cfm:digital_clock:1, Digital Clock
cfm:digital_clock:2, Digital Clock
cfm:digital_clock:3, Digital Clock
cfm:digital_clock:4, Digital Clock
cfm:digital_clock:5, Digital Clock
cfm:digital_clock:6, Digital Clock
cfm:digital_clock:7, Digital Clock
cfm:digital_clock:8, Digital Clock
cfm:digital_clock:9, Digital Clock
cfm:digital_clock:10, Digital Clock
cfm:digital_clock:11, Digital Clock
cfm:digital_clock:12, Digital Clock
cfm:digital_clock:13, Digital Clock
cfm:digital_clock:14, Digital Clock
cfm:digital_clock:15, Digital Clock
cfm:modern_tv, Modern TV
cfm:photo_frame:0, White Photo Frame
cfm:photo_frame:1, Orange Photo Frame
cfm:photo_frame:2, Magenta Photo Frame
cfm:photo_frame:3, Light Blue Photo Frame
cfm:photo_frame:4, Yellow Photo Frame
cfm:photo_frame:5, Lime Photo Frame
cfm:photo_frame:6, Pink Photo Frame
cfm:photo_frame:7, Gray Photo Frame
cfm:photo_frame:8, Light Gray Photo Frame
cfm:photo_frame:9, Cyan Photo Frame
cfm:photo_frame:10, Purple Photo Frame
cfm:photo_frame:11, Blue Photo Frame
cfm:photo_frame:12, Brown Photo Frame
cfm:photo_frame:13, Green Photo Frame
cfm:photo_frame:14, Red Photo Frame
cfm:photo_frame:15, Black Photo Frame
cfm:modern_couch:0, White Modern Couch
cfm:modern_couch:1, Orange Modern Couch
cfm:modern_couch:2, Magenta Modern Couch
cfm:modern_couch:3, Light Blue Modern Couch
cfm:modern_couch:4, Yellow Modern Couch
cfm:modern_couch:5, Lime Modern Couch
cfm:modern_couch:6, Pink Modern Couch
cfm:modern_couch:7, Gray Modern Couch
cfm:modern_couch:8, Light Gray Modern Couch
cfm:modern_couch:9, Cyan Modern Couch
cfm:modern_couch:10, Purple Modern Couch
cfm:modern_couch:11, Blue Modern Couch
cfm:modern_couch:12, Brown Modern Couch
cfm:modern_couch:13, Green Modern Couch
cfm:modern_couch:14, Red Modern Couch
cfm:modern_couch:15, Black Modern Couch
cfm:modern_table, Modern Table
cfm:modern_chair, Modern Chair
cfm:modern_coffee_table, Modern Coffee Table
cfm:modern_table_outdoor, Modern Outdoor Table
cfm:modern_stair, Modern Stairs
cfm:modern_bed_bottom:0, White Modern Bed
cfm:modern_bed_bottom:1, Orange Modern Bed
cfm:modern_bed_bottom:2, Magenta Modern Bed
cfm:modern_bed_bottom:3, Light Blue Modern Bed
cfm:modern_bed_bottom:4, Yellow Modern Bed
cfm:modern_bed_bottom:5, Lime Modern Bed
cfm:modern_bed_bottom:6, Pink Modern Bed
cfm:modern_bed_bottom:7, Gray Modern Bed
cfm:modern_bed_bottom:8, Light Gray Modern Bed
cfm:modern_bed_bottom:9, Cyan Modern Bed
cfm:modern_bed_bottom:10, Purple Modern Bed
cfm:modern_bed_bottom:11, Blue Modern Bed
cfm:modern_bed_bottom:12, Brown Modern Bed
cfm:modern_bed_bottom:13, Green Modern Bed
cfm:modern_bed_bottom:14, Red Modern Bed
cfm:modern_bed_bottom:15, Black Modern Bed
cfm:tv_stand, Modern TV Stand
cfm:modern_light_off, Modern Light
cfm:upgraded_fence_oak, Oak Upgraded Fence
cfm:upgraded_fence_spruce, Spruce Upgraded Fence
cfm:upgraded_fence_birch, Birch Upgraded Fence
cfm:upgraded_fence_jungle, Jungle Upgraded Fence
cfm:upgraded_fence_acacia, Acacia Upgraded Fence
cfm:upgraded_fence_dark_oak, Dark Oak Upgraded Fence
cfm:upgraded_fence_nether_brick, Nether Brick Upgraded Fence
cfm:upgraded_gate_oak, Oak Upgraded Gate
cfm:upgraded_gate_spruce, Spruce Upgraded Gate
cfm:upgraded_gate_birch, Birch Upgraded Gate
cfm:upgraded_gate_jungle, Jungle Upgraded Gate
cfm:upgraded_gate_acacia, Acacia Upgraded Gate
cfm:upgraded_gate_dark_oak, Dark Oak Upgraded Gate
cfm:park_bench_oak, Oak Park Bench
cfm:park_bench_spruce, Spruce Park Bench
cfm:park_bench_birch, Birch Park Bench
cfm:park_bench_jungle, Jungle Park Bench
cfm:park_bench_acacia, Acacia Park Bench
cfm:park_bench_dark_oak, Dark Oak Park Bench
cfm:inflatable_castle:0, Inflatable Castle
cfm:inflatable_castle:1, Inflatable Castle
cfm:inflatable_castle:2, Inflatable Castle
cfm:inflatable_castle:3, Inflatable Castle
cfm:inflatable_castle:4, Inflatable Castle
cfm:inflatable_castle:5, Inflatable Castle
cfm:inflatable_castle:6, Inflatable Castle
cfm:inflatable_castle:7, Inflatable Castle
cfm:inflatable_castle:8, Inflatable Castle
cfm:inflatable_castle:9, Inflatable Castle
cfm:inflatable_castle:10, Inflatable Castle
cfm:inflatable_castle:11, Inflatable Castle
cfm:inflatable_castle:12, Inflatable Castle
cfm:inflatable_castle:13, Inflatable Castle
cfm:inflatable_castle:14, Inflatable Castle
cfm:inflatable_castle:15, Inflatable Castle
cfm:castle_netting, Castle Netting
cfm:item_flesh, Flesh
cfm:item_flesh_cooked, Cooked Flesh
cfm:item_cool_pack, Cooling Pack
cfm:item_hammer, Hammer
cfm:item_envelope, Envelope
cfm:item_envelope_signed, item.item_envelope_signed.name
cfm:item_package, Package
cfm:item_package_signed, item.item_package_signed.name
cfm:item_ink_cartridge, Ink Cartridge
cfm:item_bread_slice, Bread Slice
cfm:item_toast, Toast
cfm:item_knife, Knife
cfm:item_cup, Cup
cfm:item_drink, item.item_drink.name
cfm:item_soap, Soap
cfm:item_soap_water, Soapy Water
cfm:item_super_soap_water, Super Soapy Water
cfm:item_recipe_book, Recipe Book
cfm:item_crayfish, item.item_crayfish.name
cfm:item_log, Chopped Log
cfm:item_spatula, Spatula
cfm:item_sausage, Sausage
cfm:item_sausage_cooked, Cooked Sausage
cfm:item_kebab, Raw Kebab
cfm:item_kebab_cooked, Cooked Kebab
cfm:item_crow_bar, Crow Bar
cfm:ceiling_fan_fans, item.ceiling_fan_fans.name
cfm:tv_remote, TV Remote
ironchest:iron_gold_chest_upgrade, Iron to Gold Chest Upgrade
ironchest:gold_diamond_chest_upgrade, Gold to Diamond Chest Upgrade
ironchest:copper_silver_chest_upgrade, Copper to Silver Chest Upgrade
ironchest:silver_gold_chest_upgrade, Silver to Gold Chest Upgrade
ironchest:copper_iron_chest_upgrade, Copper to Iron Chest Upgrade
ironchest:diamond_crystal_chest_upgrade, Diamond to Crystal Chest Upgrade
ironchest:wood_iron_chest_upgrade, Wood to Iron Chest Upgrade
ironchest:wood_copper_chest_upgrade, Wood to Copper Chest Upgrade
ironchest:diamond_obsidian_chest_upgrade, Diamond to Obsidian Chest Upgrade
ironchest:iron_gold_shulker_upgrade, Iron to Gold Shulker Box Upgrade
ironchest:gold_diamond_shulker_upgrade, Gold to Diamond Shulker Box Upgrade
ironchest:copper_silver_shulker_upgrade, Copper to Silver Shulker Box Upgrade
ironchest:silver_gold_shulker_upgrade, Silver to Gold Shulker Box Upgrade
ironchest:copper_iron_shulker_upgrade, Copper to Iron Shulker Box Upgrade
ironchest:diamond_crystal_shulker_upgrade, Diamond to Crystal Shulker Box Upgrade
ironchest:vanilla_iron_shulker_upgrade, Vanilla to Iron Shulker Box Upgrade
ironchest:vanilla_copper_shulker_upgrade, Vanilla to Copper Shulker Box Upgrade
ironchest:diamond_obsidian_shulker_upgrade, Diamond to Obsidian Shulker Box Upgrade
ironchest:iron_chest:0, Iron Chest
ironchest:iron_chest:1, Gold Chest
ironchest:iron_chest:2, Diamond Chest
ironchest:iron_chest:3, Copper Chest
ironchest:iron_chest:4, Silver Chest
ironchest:iron_chest:5, Crystal Chest
ironchest:iron_chest:6, Obsidian Chest
ironchest:iron_chest:7, DirtChest 9000!
ironchest:iron_shulker_box_white:0, White Iron Shulker Box
ironchest:iron_shulker_box_white:1, White Gold Shulker Box
ironchest:iron_shulker_box_white:2, White Diamond Shulker Box
ironchest:iron_shulker_box_white:3, White Copper Shulker Box
ironchest:iron_shulker_box_white:4, White Silver Shulker Box
ironchest:iron_shulker_box_white:5, White Crystal Shulker Box
ironchest:iron_shulker_box_white:6, White Obsidian Shulker Box
ironchest:iron_shulker_box_orange:0, Orange Iron Shulker Box
ironchest:iron_shulker_box_orange:1, Orange Gold Shulker Box
ironchest:iron_shulker_box_orange:2, Orange Diamond Shulker Box
ironchest:iron_shulker_box_orange:3, Orange Copper Shulker Box
ironchest:iron_shulker_box_orange:4, Orange Silver Shulker Box
ironchest:iron_shulker_box_orange:5, Orange Crystal Shulker Box
ironchest:iron_shulker_box_orange:6, Orange Obsidian Shulker Box
ironchest:iron_shulker_box_magenta:0, Magenta Iron Shulker Box
ironchest:iron_shulker_box_magenta:1, Magenta Gold Shulker Box
ironchest:iron_shulker_box_magenta:2, Magenta Diamond Shulker Box
ironchest:iron_shulker_box_magenta:3, Magenta Copper Shulker Box
ironchest:iron_shulker_box_magenta:4, Magenta Silver Shulker Box
ironchest:iron_shulker_box_magenta:5, Magenta Crystal Shulker Box
